Core Proteins,Interacting Proteins,Pathways,HPO terms,Diseases,Targeting Drugs,Experimental Bioactive Compounds (pChEMBL),Predicted interacting Compounds
APC (P25054),CTNNB1 (P35222),R-HSA-5467333 APC truncation mutants are not K63 polyubiquitinated[scr:1236]; hsa04550 Signaling pathways regulating pluripotency of stem cells[scr:23],HP:0410067 Increased level of L-fucose in urine[scr:471]; HP:0031979 Abnormal urine carbohydrate level[scr:325]; HP:0012126 Stomach cancer[scr:275]; HP:0006753 Neoplasm of the stomach[scr:261]; HP:0007649 Congenital hypertrophy of retinal pigment epithelium[scr:163]; HP:0030434 Pilomatrixoma[scr:146]; HP:0006572 Subacute progressive viral hepatitis[scr:145]; HP:0001428 Somatic mutation[scr:117]; HP:0012842 Skin appendage neoplasm[scr:108]; HP:0012174 Glioblastoma multiforme[scr:107]; HP:0006740 Transitional cell carcinoma of the bladder[scr:102]; HP:0007378 Neoplasm of the gastrointestinal tract[scr:95]; HP:0006562 Viral hepatitis[scr:93]; HP:0002862 Bladder carcinoma[scr:92],MONDO:0001056 gastric cancer (EFO)[scr:9999999]; EFO:0000178 gastric carcinoma (EFO)[scr:485]; Orphanet:220460 Attenuated familial adenomatous polyposis (EFO)[scr:139]; Orphanet:247806 APC-related attenuated familial adenomatous polyposis (EFO)[scr:69]; H00018 Gastric cancer (KEGG)[scr:9999999]; H00047 Gallbladder cancer (KEGG)[scr:159]; H01025 Familial adenomatous polyposis (KEGG)[scr:141]; H02302 Hepatoblastoma (KEGG)[scr:141]; H00044 Cancer of the anal canal (KEGG)[scr:94],,,,,,,
CTNNB1 (P35222),APC (P25054); CDH1 (P12830); TERT (O14746); MLLT10 (P55197); PTH1R (Q03431); KIAA1109 (Q2LD37),hsa04015 Rap1 signaling pathway[scr:61]; hsa04520 Adherens junction[scr:46]; hsa04916 Melanogenesis[scr:44]; hsa04550 Signaling pathways regulating pluripotency of stem cells[scr:23],HP:0006753 Neoplasm of the stomach[scr:261]; HP:0030434 Pilomatrixoma[scr:146]; HP:0006572 Subacute progressive viral hepatitis[scr:145]; HP:0001428 Somatic mutation[scr:117]; HP:0012842 Skin appendage neoplasm[scr:108]; HP:0006740 Transitional cell carcinoma of the bladder[scr:102]; HP:0007378 Neoplasm of the gastrointestinal tract[scr:95]; HP:0006562 Viral hepatitis[scr:93]; HP:0002862 Bladder carcinoma[scr:92]; HP:0100621 Dysgerminoma[scr:92],MONDO:0008170 ovarian cancer (EFO)[scr:78]; EFO:0001075 ovarian carcinoma (EFO)[scr:78]; H00018 Gastric cancer (KEGG)[scr:9999999]; H00026 Endometrial cancer (KEGG)[scr:294]; H02302 Hepatoblastoma (KEGG)[scr:141]; H00032 Thyroid cancer (KEGG)[scr:110],,,,,,,
TGFBR1 (P36897),,hsa04218 Cellular senescence[scr:51]; hsa04520 Adherens junction[scr:46]; hsa04371 Apelin signaling pathway[scr:45],,H00018 Gastric cancer (KEGG)[scr:9999999],DB03921 4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline[scr:92],CHEMBL480742 (pChEMBL: 9.15) [scr:71.25],,,,,
MLH1 (P40692),BTBD2 (Q9BX70); TMSB4X (P62328),,HP:0006753 Neoplasm of the stomach[scr:261]; HP:0012842 Skin appendage neoplasm[scr:108]; HP:0012174 Glioblastoma multiforme[scr:107]; HP:0007378 Neoplasm of the gastrointestinal tract[scr:95],H00018 Gastric cancer (KEGG)[scr:9999999]; H00026 Endometrial cancer (KEGG)[scr:294]; H00027 Ovarian cancer (KEGG)[scr:113],,,,,,,
CDKN1B (P46527),CCNE1 (P24864),R-HSA-8849470 PTK6 Regulates Cell Cycle[scr:824]; R-HSA-6804116 TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest[scr:795]; R-HSA-69563 p53-Dependent G1 DNA Damage Response[scr:706]; hsa04012 ErbB signaling pathway[scr:25]; hsa04151 PI3K-Akt signaling pathway[scr:24],HP:0007378 Neoplasm of the gastrointestinal tract[scr:95],Orphanet:276152 Multiple endocrine neoplasia type 4 (EFO)[scr:69]; H00018 Gastric cancer (KEGG)[scr:9999999],,,,,,,
CDX2 (Q99626),,,,H00018 Gastric cancer (KEGG)[scr:9999999],,,,,,,
IRF1 (P10914),,hsa04625 C-type lectin receptor signaling pathway[scr:43],HP:0410067 Increased level of L-fucose in urine[scr:471]; HP:0031979 Abnormal urine carbohydrate level[scr:325]; HP:0012126 Stomach cancer[scr:275]; HP:0006753 Neoplasm of the stomach[scr:261]; HP:0001428 Somatic mutation[scr:117]; HP:0007378 Neoplasm of the gastrointestinal tract[scr:95],MONDO:0001056 gastric cancer (EFO)[scr:9999999]; EFO:0000178 gastric carcinoma (EFO)[scr:485],,,,,,,
CASP10 (Q92851),,,HP:0410067 Increased level of L-fucose in urine[scr:471]; HP:0031979 Abnormal urine carbohydrate level[scr:325]; HP:0012126 Stomach cancer[scr:275]; HP:0006753 Neoplasm of the stomach[scr:261]; HP:0002731 Decreased lymphocyte apoptosis[scr:146]; HP:0030886 Abnormal lymphocyte apoptosis[scr:146]; HP:0001428 Somatic mutation[scr:117]; HP:0007378 Neoplasm of the gastrointestinal tract[scr:95],MONDO:0001056 gastric cancer (EFO)[scr:9999999]; EFO:0000178 gastric carcinoma (EFO)[scr:485],,,,,,,
KLF6 (Q99612),,,HP:0410067 Increased level of L-fucose in urine[scr:471]; HP:0031979 Abnormal urine carbohydrate level[scr:325]; HP:0012126 Stomach cancer[scr:275]; HP:0006753 Neoplasm of the stomach[scr:261]; HP:0001428 Somatic mutation[scr:117]; HP:0007378 Neoplasm of the gastrointestinal tract[scr:95],MONDO:0001056 gastric cancer (EFO)[scr:9999999]; EFO:0000178 gastric carcinoma (EFO)[scr:485],,,,,,,
MUTYH (Q9UIF7),,R-HSA-9608290 Defective MUTYH substrate processing[scr:1236]; R-HSA-9608287 Defective MUTYH substrate binding[scr:1236],HP:0410067 Increased level of L-fucose in urine[scr:471]; HP:0031979 Abnormal urine carbohydrate level[scr:325]; HP:0012126 Stomach cancer[scr:275]; HP:0006753 Neoplasm of the stomach[scr:261]; HP:0007649 Congenital hypertrophy of retinal pigment epithelium[scr:163]; HP:0030434 Pilomatrixoma[scr:146]; HP:0001428 Somatic mutation[scr:117]; HP:0012842 Skin appendage neoplasm[scr:108]; HP:0007378 Neoplasm of the gastrointestinal tract[scr:95],MONDO:0001056 gastric cancer (EFO)[scr:9999999]; EFO:0000178 gastric carcinoma (EFO)[scr:485]; Orphanet:220460 Attenuated familial adenomatous polyposis (EFO)[scr:139]; Orphanet:247798 MUTYH-related attenuated familial adenomatous polyposis (EFO)[scr:69]; H01025 Familial adenomatous polyposis (KEGG)[scr:141],,,,,,,
CYP1A2 (P05177),,R-HSA-211957 Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2[scr:1236]; R-HSA-9027307 Biosynthesis of maresin-like SPMs[scr:824]; hsa00232 Caffeine metabolism[scr:26],,,DB00831 Trifluoperazine[scr:9999999],,,,,,
CALM1 (P0DP23),,R-HSA-111997 CaM pathway[scr:1236]; R-HSA-442982 Ras activation upon Ca2+ influx through NMDA receptor[scr:695]; hsa04015 Rap1 signaling pathway[scr:61]; hsa04015 Rap1 signaling pathway[scr:61]; hsa04015 Rap1 signaling pathway[scr:61]; hsa04218 Cellular senescence[scr:51]; hsa04218 Cellular senescence[scr:51]; hsa04218 Cellular senescence[scr:51]; hsa04371 Apelin signaling pathway[scr:45]; hsa04371 Apelin signaling pathway[scr:45]; hsa04371 Apelin signaling pathway[scr:45]; hsa04720 Long-term potentiation[scr:45]; hsa04720 Long-term potentiation[scr:45]; hsa04720 Long-term potentiation[scr:45]; hsa04916 Melanogenesis[scr:44]; hsa04916 Melanogenesis[scr:44]; hsa04916 Melanogenesis[scr:44]; hsa04625 C-type lectin receptor signaling pathway[scr:43]; hsa04625 C-type lectin receptor signaling pathway[scr:43]; hsa04625 C-type lectin receptor signaling pathway[scr:43]; hsa04722 Neurotrophin signaling pathway[scr:38]; hsa04722 Neurotrophin signaling pathway[scr:38]; hsa04722 Neurotrophin signaling pathway[scr:38]; hsa04744 Phototransduction[scr:35]; hsa04744 Phototransduction[scr:35]; hsa04744 Phototransduction[scr:35]; hsa04912 GnRH signaling pathway[scr:33]; hsa04912 GnRH signaling pathway[scr:33]; hsa04912 GnRH signaling pathway[scr:33]; hsa04014 Ras signaling pathway[scr:27]; hsa04014 Ras signaling pathway[scr:27]; hsa04014 Ras signaling pathway[scr:27]; hsa04020 Calcium signaling pathway[scr:24]; hsa04020 Calcium signaling pathway[scr:24]; hsa04020 Calcium signaling pathway[scr:24]; hsa04728 Dopaminergic synapse[scr:24]; hsa04728 Dopaminergic synapse[scr:24]; hsa04728 Dopaminergic synapse[scr:24]; hsa04910 Insulin signaling pathway[scr:23]; hsa04910 Insulin signaling pathway[scr:23]; hsa04910 Insulin signaling pathway[scr:23]; hsa04915 Estrogen signaling pathway[scr:22]; hsa04915 Estrogen signaling pathway[scr:22]; hsa04915 Estrogen signaling pathway[scr:22]; hsa04970 Salivary secretion[scr:22]; hsa04970 Salivary secretion[scr:22]; hsa04970 Salivary secretion[scr:22],,,DB00831 Trifluoperazine[scr:9999999]; DB00850 Perphenazine[scr:122]; DB04513 N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide[scr:122],CHEMBL3337496 (pChEMBL: 9) [scr:71.25],,,,,
CYP2D6 (P10635),,R-HSA-9027307 Biosynthesis of maresin-like SPMs[scr:824],,,DB00831 Trifluoperazine[scr:9999999],,,,,,
DRD2 (P14416),DRD2 (P14416); SIGMAR1 (Q99720),hsa04015 Rap1 signaling pathway[scr:61]; hsa04728 Dopaminergic synapse[scr:24],,,DB00831 Trifluoperazine[scr:9999999]; DB00433 Prochlorperazine[scr:367]; DB00490 Buspirone[scr:183]; DB00450 Droperidol[scr:183]; DB00850 Perphenazine[scr:122]; DB00502 Haloperidol[scr:118]; DB09224 Melperone[scr:92],CHEMBL3265329 (pChEMBL: 9.2) [scr:71.25]; CHEMBL3286578 (pChEMBL: 9.19) [scr:71.25],,,,,
S100A4 (P26447),S100A4 (P26447); TP53 (P04637),,,,DB00831 Trifluoperazine[scr:9999999],,,,,,
ADRA1A (P35348),,hsa04020 Calcium signaling pathway[scr:24]; hsa04970 Salivary secretion[scr:22],,,DB00831 Trifluoperazine[scr:9999999]; DB00433 Prochlorperazine[scr:367]; DB00490 Buspirone[scr:183]; DB00450 Droperidol[scr:183]; DB00502 Haloperidol[scr:118],,CHEMBL3966991 [scr:10.04]; CHEMBL1546320 [scr:10.04]; CHEMBL3644570 [scr:10.04]; CHEMBL3770370 [scr:10.04]; CHEMBL3907426 [scr:10.04]; CHEMBL3407901 [scr:10.04]; CHEMBL1547915 [scr:10.04]; CHEMBL1582182 [scr:10.04]; CHEMBL3656153 [scr:10.04]; CHEMBL2332527 [scr:10.04]; CHEMBL3403688 [scr:10.04]; CHEMBL2070225 [scr:10.04]; CHEMBL1546359 [scr:10.04]; CHEMBL3962329 [scr:10.04]; CHEMBL3197212 [scr:10.04]; CHEMBL1583529 [scr:10.04]; CHEMBL2338804 [scr:10.04]; CHEMBL3909739 [scr:10.04]; CHEMBL3356559 [scr:10.04],,,,
TNNC1 (P63316),,hsa04020 Calcium signaling pathway[scr:24],,,DB00831 Trifluoperazine[scr:9999999]; DB04513 N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide[scr:122],,,,,,
EBP (Q15125),EBP (Q15125); GJB2 (P29033); GPR152 (Q8TDT2); GYPA (P02724); INSIG2 (Q9Y5U4); MFSD6 (Q6ZSS7); NDUFB11 (Q9NX14); NEU1 (Q99519); NINJ1 (Q92982); ORMDL3 (Q8N138); ARL6IP6 (Q8N6S5); RTP2 (Q5QGT7); SACM1L (Q9NTJ5),,,,DB00831 Trifluoperazine[scr:9999999],CHEMBL365842 (pChEMBL: 9) [scr:142.5]; CHEMBL62540 (pChEMBL: 9) [scr:142.5]; CHEMBL17470 (pChEMBL: 9.22) [scr:95],,,,,
HSD17B10 (Q99714),,,,,DB00831 Trifluoperazine[scr:9999999],,,,,,
SIGMAR1 (Q99720),DRD2 (P14416),,,Orphanet:139552 Distal hereditary motor neuropathy- Jerash type (EFO)[scr:69],DB00831 Trifluoperazine[scr:9999999]; DB00502 Haloperidol[scr:118],CHEMBL365842 (pChEMBL: 9) [scr:142.5]; CHEMBL62540 (pChEMBL: 9) [scr:142.5]; CHEMBL17470 (pChEMBL: 9.22) [scr:95]; CHEMBL309983 (pChEMBL: 9.74) [scr:71.25]; CHEMBL342809 (pChEMBL: 9.49) [scr:71.25]; CHEMBL77405 (pChEMBL: 9.06) [scr:71.25]; CHEMBL81500 (pChEMBL: 9.34) [scr:71.25]; CHEMBL73964 (pChEMBL: 9.16) [scr:71.25]; CHEMBL277462 (pChEMBL: 9.12) [scr:71.25]; CHEMBL19315 (pChEMBL: 9.49) [scr:71.25]; CHEMBL19544 (pChEMBL: 9.6) [scr:71.25]; CHEMBL306133 (pChEMBL: 9.66) [scr:71.25]; CHEMBL3409378 (pChEMBL: 9.22) [scr:71.25],,,,,
EBPL (Q9BY08),,,,,DB00831 Trifluoperazine[scr:9999999],,,,,,
CALY (Q9NYX4),,hsa04728 Dopaminergic synapse[scr:24],,,DB00831 Trifluoperazine[scr:9999999],,,,,,
BTBD2 (Q9BX70),TP53 (P04637); MLH1 (P40692),,,,,,,,,,
PTPRO (Q16827),ERBB2 (P04626); MET (P08581),,,,,,,,,,
TNS3 (Q68CZ2),ERBB2 (P04626); MET (P08581); CDH1 (P12830),R-HSA-8875513 MET interacts with TNS proteins[scr:989],,,,,,,,,
GJB2 (P29033),EBP (Q15125); GJB2 (P29033); GPR152 (Q8TDT2); MFSD6 (Q6ZSS7),R-HSA-190872 Transport of connexons to the plasma membrane[scr:1236],,Orphanet:2698 Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome (EFO)[scr:69]; Orphanet:2202 Palmoplantar keratoderma-deafness syndrome (EFO)[scr:69]; H00706 Bart-Pumphrey syndrome (KEGG)[scr:71]; H00716 Palmoplantar keratoderma with deafness (KEGG)[scr:71],,,,,,,
GPR152 (Q8TDT2),EBP (Q15125); GPR152 (Q8TDT2); GJB2 (P29033); INSIG2 (Q9Y5U4); MFSD6 (Q6ZSS7); NDUFB11 (Q9NX14); NEU1 (Q99519); ORMDL3 (Q8N138); RTP2 (Q5QGT7); SACM1L (Q9NTJ5),,,,,,,,,,
GYPA (P02724),EBP (Q15125); GYPA (P02724),,,,,,,,,,
INSIG2 (Q9Y5U4),EBP (Q15125); GPR152 (Q8TDT2),,,,,,,,,,
MLLT10 (P55197),CTNNB1 (P35222),,HP:0001428 Somatic mutation[scr:117],,,,,,,,
MFSD6 (Q6ZSS7),EBP (Q15125); GJB2 (P29033); GPR152 (Q8TDT2),,,,,,,,,,
NDUFB11 (Q9NX14),EBP (Q15125); GPR152 (Q8TDT2),,,,,,,,,,
NEU1 (Q99519),EBP (Q15125); GPR152 (Q8TDT2),R-HSA-4341670 Defective NEU1 causes sialidosis[scr:1236],HP:0031979 Abnormal urine carbohydrate level[scr:325],H00142 Sialidosis (KEGG)[scr:71],,,,,,,
NINJ1 (Q92982),EBP (Q15125),,,,,,,,,,
ORMDL3 (Q8N138),EBP (Q15125); GPR152 (Q8TDT2),,,,,,,,,,
TMSB4X (P62328),MLH1 (P40692),,,,,,,,,,
ARL6IP6 (Q8N6S5),EBP (Q15125),,,,,,,,,,
PTH1R (Q03431),CTNNB1 (P35222),,,Orphanet:296 Enchondromatosis (EFO)[scr:69]; H00508 Blomstrand syndrome (KEGG)[scr:71]; H00495 Eiken dysplasia (KEGG)[scr:71],,,,,,,
USP42 (Q9H9J4),TP53 (P04637),,,,,,,,,,
RTP2 (Q5QGT7),EBP (Q15125); GPR152 (Q8TDT2),,,,,,,,,,
SACM1L (Q9NTJ5),EBP (Q15125); GPR152 (Q8TDT2),,,,,,,,,,
KIAA1109 (Q2LD37),CTNNB1 (P35222),,,,,,,,,,
